Code,Title
8E4A.Z,"      Paraneoplastic or autoimmune disorders of the nervous system, unspecified"
8E4Y,    Other specified disorders of the nervous system
8E60,    Post ventricular shunting leak
8E61,    Post radiation injury of the nervous system
8E61.0,      Radiation induced brain injury
8E61.1,      Spinal cord irradiation
8E61.Z,"      Post radiation injury of the nervous system, unspecified"
8E62,    Postprocedural meningitis
8E63,    Post pump encephalopathy
8E64,    Multifocal cerebral infarctions
8E66,    Intracranial hypotension due to lumbar puncture
8E7Y,  Other specified diseases of the nervous system
8E7Z,"  Diseases of the nervous system, unspecified"
9A00,      Congenital malposition of eyelids
9A00.0,        Dystopia canthorum
9A00.1,        Telecanthus
9A00.Y,        Other specified congenital malposition of eyelids
9A00.Z,"        Congenital malposition of eyelids, unspecified"
9A01,      Infectious disorders of eyelid
9A01.0,        Preseptal cellulitis
9A01.1,        Abscess of eyelid
9A01.2,        Hordeolum
9A01.20,          Hordeolum externum
9A01.21,          Hordeolum internum
9A01.2Z,"          Hordeolum, unspecified"
9A01.3,        Infectious blepharitis
9A01.4,        Infestation of eyelid
9A01.Y,        Other specified infectious disorders of eyelid
9A01.Z,        Unspecified infectious disorders of eyelid
9A02,      Inflammatory disorders of eyelid
9A02.0,        Chalazion
9A02.00,          Chalazion externum
9A02.01,          Chalazion internum
9A02.0Y,          Other specified chalazion
9A02.0Z,"          Chalazion, unspecified"
9A02.1,        Posterior blepharitis
9A02.2,        Ligneous conjunctivitis
9A02.4,        Meibomian gland dysfunction
9A02.Y,        Other specified inflammatory disorders of eyelid
9A02.Z,"        Inflammatory disorders of eyelid, unspecified"
9A03,      Acquired malposition of eyelid
9A03.0,        Blepharoptosis
9A03.00,          Marcus Gunn syndrome
9A03.01,          Mechanical ptosis of eyelid
9A03.02,          Myogenic ptosis of eyelid
9A03.03,          Paralytic ptosis of eyelid
9A03.0Y,          Other specified blepharoptosis
9A03.0Z,"          Blepharoptosis, unspecified"
9A03.1,        Entropion of eyelid
9A03.10,          Cicatricial entropion of eyelid
9A03.11,          Mechanical entropion of eyelid
9A03.12,          Senile entropion of eyelid
9A03.13,          Spastic entropion of eyelid
9A03.1Y,          Other specified entropion of eyelid
9A03.1Z,"          Entropion of eyelid, unspecified"
9A03.2,        Ectropion of eyelid
9A03.20,          Cicatricial ectropion of eyelid
9A03.21,          Mechanical ectropion of eyelid
9A03.22,          Senile ectropion of eyelid
9A03.23,          Spastic ectropion of eyelid
9A03.24,          Floppy eyelid syndrome
9A03.2Y,          Other specified ectropion of eyelid
9A03.2Z,"          Ectropion of eyelid, unspecified"
9A03.3,        Eyelid retraction
9A03.4,        Lagophthalmos
9A03.40,          Cicatricial lagophthalmos
9A03.41,          Mechanical lagophthalmos
9A03.42,          Paralytic lagophthalmos
9A03.4Y,          Other specified lagophthalmos
9A03.4Z,"          Lagophthalmos, unspecified"
9A03.5,        Dermatochalasis of eyelid
9A03.Y,        Other specified acquired malposition of eyelid
9A03.Z,"        Acquired malposition of eyelid, unspecified"
9A04,      Acquired disorders of eyelashes
9A04.0,        Trichiasis without entropion
9A04.1,        Madarosis of eyelid or periocular area
9A04.Y,        Other specified acquired disorders of eyelashes
9A04.Z,"        Acquired disorders of eyelashes, unspecified"
9A05,      Movement disorders of eyelid
9A05.0,        Myokymia of eyelid
9A05.1,        Eyelid apraxia
9A05.Y,        Other specified movement disorders of eyelid
9A05.Z,"        Movement disorders of eyelid, unspecified"
9A06,      Certain specified disorders of eyelid
9A06.0,        Involvement of eyelid by dermatosis classified elsewhere
9A06.1,        Vitiligo of eyelid or periocular area
9A06.2,"        Symblepharon, acquired"
9A06.3,        Traumatic scar of eyelid
9A06.4,        Xanthelasma of eyelid
9A06.5,        Tear Trough Deformity
9A06.6,        Sunken Sulcus Deformity
9A06.7,        Dermatitis or eczema of eyelids
9A06.70,          Atopic eczema of eyelids
9A06.71,          Seborrhoeic dermatitis of eyelids
9A06.72,          Allergic contact blepharoconjunctivitis
9A06.7Y,          Other specified dermatitis or eczema of eyelids
9A06.7Z,"          Dermatitis or eczema of eyelids, type unspecified"
9A06.8,        Blepharochalasis
9A06.Y,        Other specified disorders of eyelid
9A0Y,      Other specified disorders of eyelid or peri ocular area
9A0Z,"      Disorders of eyelid or peri ocular area, unspecified"
9A10,      Disorders of lacrimal gland
9A10.0,        Infections of the lacrimal gland
9A10.1,        Orbital inflammatory syndrome
9A10.2,        Benign lymphoepithelial lesion of lacrimal gland
9A10.3,        Hyperlacrimation
9A10.4,        Underproduction of tears
9A10.Y,        Other specified disorders of lacrimal gland
9A10.Z,"        Disorders of lacrimal gland, unspecified"
9A11,      Disorders of lacrimal drainage system
9A11.0,        Eversion of lacrimal punctum
9A11.1,        Canaliculitis
9A11.2,        Dacryocystitis
9A11.3,        Conjunctivochalasis
9A11.4,        Punctal stenosis
9A11.5,        Nasolacrimal canalicular stenosis
9A11.6,        Dacryolith
9A11.7,        Nasolacrimal sac stenosis
9A11.8,        Nasolacrimal duct obstruction
9A11.Y,        Other specified disorders of lacrimal drainage system
9A11.Z,"        Disorders of lacrimal drainage system, unspecified"
9A1Y,      Other specified disorders of lacrimal apparatus
9A1Z,"      Disorders of lacrimal apparatus, unspecified"
9A20,      Displacement of eyeball
9A20.0,        Axial displacement of eyeball
9A20.00,          Outward displacement of eyeball
9A20.01,          Inward displacement of eyeball
9A20.0Y,          Other specified axial displacement of eyeball
9A20.0Z,"          Axial displacement of eyeball, unspecified"
9A20.1,        Non axial displacement of eyeball
9A20.Y,        Other specified displacement of eyeball
9A20.Z,"        Displacement of eyeball, unspecified"
9A21,      Orbital infection
9A21.0,        Orbital cellulitis
9A21.1,        Orbital subperiosteal abscess
9A21.2,        Orbital abscess
9A21.3,        Periostitis of orbit
9A21.Y,        Other specified orbital infection
9A21.Z,"        Orbital infection, unspecified"
9A22,      Orbital inflammation
9A22.0,        Dysthyroid orbitopathy
9A22.1,        Diffuse orbital inflammation
9A22.2,        Granulomatous orbital inflammation
9A22.Y,        Other specified orbital inflammation
9A22.Z,"        Orbital inflammation, unspecified"
9A23,      Orbital cyst
9A23.0,        Congenital orbital cyst
9A23.1,        Acquired orbital cyst
9A23.Z,"        Orbital cyst, unspecified"
9A24,      Bony deformity of orbit
9A24.0,        Contraction of orbit
9A24.1,        Expansion of orbit
9A24.2,        Distortion of orbit
9A24.3,        Enlargement of bony orbit
9A24.4,        Exostosis of orbit
9A24.Y,        Other specified bony deformity of orbit
9A24.Z,"        Bony deformity of orbit, unspecified"
9A25,      Soft tissue deformity of orbit
9A25.0,        Anophthalmic socket
9A25.1,        Microphthalmic socket
9A25.2,        Contracted socket
9A25.3,        Oedema of orbit
9A25.4,        Haemorrhage of orbit
9A25.5,        Atrophy of soft tissue of orbit
9A25.Y,        Other specified soft tissue deformity of orbit
9A25.Z,"        Soft tissue deformity of orbit, unspecified"
9A26,      Combined bony and soft tissue deformity of orbit
9A2Y,      Other specified disorders of orbit
9A2Z,"      Disorders of orbit, unspecified"
9A4Y,    Other specified disorders of the ocular adnexa or orbit
9A4Z,"    Disorders of the ocular adnexa or orbit, unspecified"
9A60,      Conjunctivitis
9A60.0,        Papillary conjunctivitis
9A60.00,          Giant papillary conjunctivitis
9A60.01,          Acute atopic conjunctivitis
9A60.02,          Allergic conjunctivitis
9A60.0Y,          Other specified papillary conjunctivitis
9A60.0Z,"          Papillary conjunctivitis, unspecified"
9A60.1,        Follicular conjunctivitis
9A60.2,        Cicatrizing conjunctivitis
9A60.3,        Mucopurulent conjunctivitis
9A60.30,          Ulceration of conjunctiva
9A60.31,          Abscess of conjunctiva
9A60.32,          Conjunctivitis due to Koch Weeks bacillus
9A60.33,          Acute epidemic conjunctivitis
9A60.3Y,          Other specified mucopurulent conjunctivitis
9A60.3Z,"          Mucopurulent conjunctivitis, unspecified"
9A60.4,        Blepharoconjunctivitis
9A60.5,        Vernal keratoconjunctivitis
9A60.6,"        Serous conjunctivitis, except viral"
9A60.Y,        Other specified conjunctivitis
9A60.Z,"        Conjunctivitis, unspecified"
9A61,      Certain specified disorders of conjunctiva
9A61.0,        Pingueculae
9A61.1,        Pterygium
9A61.2,        Pseudopterygium of conjunctiva
9A61.3,        Conjunctival scars
9A61.4,        Conjunctival vascular disorders
9A61.40,          Vascular abnormalities of conjunctiva
9A61.4Y,          Other specified conjunctival vascular disorders
9A61.4Z,"          Conjunctival vascular disorders, unspecified"
9A61.5,        Conjunctival or subconjunctival haemorrhage
9A61.6,        Conjunctival or subconjunctival degenerations or deposits
9A61.Z,"        Certain specified disorders of conjunctiva, unspecified"
9A62,      Mucous membrane pemphigoid with ocular involvement
9A6Y,      Other specified disorders of conjunctiva
9A6Z,"      Disorders of conjunctiva, unspecified"
9A70,      Hereditary corneal dystrophies
9A70.0,        Endothelial corneal dystrophy
9A70.Y,        Other specified hereditary corneal dystrophies
9A70.Z,"        Hereditary corneal dystrophies, unspecified"
9A71,      Infectious keratitis
9A72,      Traumatic keratitis
9A73,      Exposure keratitis
9A74,      Neurotrophic keratitis
9A75,      Autoimmune keratitis
9A76,      Corneal ulcer
9A77,      Corneal scars or opacities
9A77.0,        Contact lens associated corneal infiltrates
9A77.1,        Adherent leukoma
9A77.Y,        Other specified corneal scars or opacities
9A77.Z,"        Corneal scars or opacities, unspecified"
9A78,      Certain specified disorders of cornea
9A78.0,        Corneal neovascularization
9A78.1,        Corneal pigmentations or deposits
9A78.2,        Corneal oedema
9A78.20,          Bullous keratopathy
9A78.21,          Secondary corneal oedema
9A78.2Y,          Other specified corneal oedema
9A78.2Z,"          Corneal oedema, unspecified"
9A78.3,        Changes in corneal membranes
9A78.4,        Corneal degeneration
9A78.5,        Corneal deformities
9A78.50,          Keratoconus
9A78.51,          Corneal staphyloma
9A78.5Y,          Other specified corneal deformities
9A78.5Z,"          Corneal deformities, unspecified"
9A78.6,        Anaesthesia of cornea
9A78.7,        Hypoesthesia of cornea
9A78.8,        Recurrent erosion of cornea
9A78.9,        Corneal abscess
9A78.A,        Sclerosing keratitis
9A78.Z,"        Certain specified disorders of cornea, unspecified"
9A79,      Keratoconjunctivitis sicca
9A7Y,      Other specified disorders of the cornea
9A7Z,"      Disorders of the cornea, unspecified"
9A80,      Hyphaema
9A81,      Parasites in the anterior chamber of the eye
9A82,      Cyst in the anterior chamber of the eye
9A83,      Flat anterior chamber hypotony of eye
9A8Y,      Other specified disorders of the anterior chamber
9A8Z,"      Disorders of the anterior chamber, unspecified"
9A90,      Degeneration of iris or ciliary body
9A90.0,        Disorders of chamber angle
9A90.1,        Degeneration of iris
9A90.2,        Iris atrophy
9A90.Y,        Other specified degeneration of iris or ciliary body
9A90.Z,"        Degeneration of iris or ciliary body, unspecified"
9A91,      Cyst of iris or ciliary body
9A92,      Persistent pupillary membranes
9A93,      Adhesions or disruptions of iris or ciliary body
9A94,      Certain specified disorders of iris or ciliary body
9A94.0,        Rubeosis of iris
9A94.1,        Floppy iris syndrome
9A94.2,        Plateau iris syndrome
9A94.Y,        Other disorders of iris and ciliary body
9A96,      Anterior uveitis
9A96.0,        Anterior uveitis not associated with systemic conditions
9A96.1,        Anterior uveitis associated with systemic conditions
9A96.2,        Infection associated anterior uveitis
9A96.3,        Primary anterior uveitis
9A96.Y,        Other specified anterior uveitis
9A96.Z,"        Anterior uveitis, unspecified"
9A9Y,      Other specified disorders of the anterior uvea
9A9Z,"      Disorders of the anterior uvea, unspecified"
9B00,      Disorders of the afferent pupillary system
9B00.0,        Relative afferent pupillary defects
9B00.1,        Amaurotic pupillary reaction
9B00.2,        Paradoxical pupillary reaction to light or darkness
9B00.3,        Wernicke pupils
9B00.Y,        Other specified disorders of the afferent pupillary system
9B00.Z,"        Disorders of the afferent pupillary system, unspecified"
9B01,      Disorders of the efferent pupillary system
9B01.0,        Physiologic anisocoria
9B01.1,        Parasympathoparetic pupils
9B01.2,        Pharmacologic inhibition of the parasympathetic pathway
9B01.3,        Iris sphincter disorders
9B01.4,        Pharmacologic parasympathicotonic pupils
9B01.5,        Pharmacologic sympathoparetic pupils
9B01.6,        Sympathotonic pupils
9B01.7,        Episodic unilateral mydriasis
9B01.Y,        Other specified disorders of the efferent pupillary system
9B01.Z,"        Disorders of the efferent pupillary system, unspecified"
9B02,      Light near dissociations
9B02.0,        Argyll Robertson pupil
9B02.1,        Pregeniculate light near dissociations
9B02.2,        Mesencephalic light near dissociations
9B02.Y,        Other specified light near dissociations
9B02.Z,"        Light near dissociations, unspecified"
9B0Y,      Other specified functional disorders of the pupil
9B0Z,"      Functional disorders of the pupil, unspecified"
9B10,      Cataract
9B10.0,        Age related cataract
9B10.00,          Coronary age related cataract
9B10.01,          Punctate age related cataract
9B10.02,          Mature age related cataract
9B10.0Y,          Other specified age related cataract
9B10.0Z,"          Age related cataract, unspecified"
9B10.1,        Infantile or juvenile cataract
9B10.10,          Combined forms of infantile and juvenile cataract
9B10.1Y,          Other specified infantile or juvenile cataract
9B10.1Z,"          Infantile or juvenile cataract, unspecified"
9B10.2,        Certain specified cataracts
9B10.20,          Traumatic cataract
9B10.21,          Diabetic cataract
9B10.22,          After cataract
9B10.23,          Subcapsular glaucomatous flecks
9B10.2Y,          Other specified cataracts
9B10.Z,"        Cataract, unspecified"
9B11,      Certain specified disorders of lens
9B11.0,        Aphakia
9B11.1,        Dislocation of lens
9B11.Y,        Other disorders of lens
9B1Z,"      Disorders of lens, unspecified"
9B3Y,    Other specified disorders of the eyeball   anterior segment
9B3Z,"    Disorders of the eyeball   anterior segment, unspecified"
9B50,      Episcleritis
9B51,      Scleritis
9B52,      Scleral staphyloma
9B5Y,      Other specified disorders of sclera
9B5Z,"      Disorders of sclera, unspecified"
9B60,      Choroidal degeneration
9B61,      Choroidal dystrophy
9B62,      Chorioretinal scars
9B63,      Choroidal haemorrhage or rupture
9B64,      Choroidal detachment
9B65,      Choroiditis
9B65.0,        Noninfectious posterior choroiditis
9B65.1,        Infectious posterior choroiditis
9B65.2,        Chorioretinal inflammation
9B65.Z,"        Choroiditis, unspecified"
9B66,      Intermediate choroiditis
9B66.0,        Noninfectious intermediate choroiditis
9B66.1,        Infectious intermediate choroiditis
9B66.Z,"        Intermediate choroiditis, unspecified"
9B6Y,      Other specified disorders of the choroid
9B6Z,"      Disorders of the choroid, unspecified"
9B70,      Inherited retinal dystrophies
9B71,      Retinopathy
9B71.0,        Diabetic retinopathy
9B71.00,          Nonproliferative diabetic retinopathy
9B71.01,          Proliferative diabetic retinopathy
9B71.02,          Diabetic macular oedema
9B71.0Z,"          Diabetic retinopathy, unspecified"
9B71.1,        Hypertensive retinopathy
9B71.2,        Radiation retinopathy
9B71.3,        Retinopathy of prematurity
9B71.4,        Paraneoplastic retinopathy
9B71.40,          Melanoma associated retinopathy
9B71.4Y,          Other specified paraneoplastic retinopathy
9B71.4Z,"          Paraneoplastic retinopathy, unspecified"
9B71.5,        Autoimmune retinopathy
9B71.Y,        Other specified retinopathy
9B71.Z,"        Retinopathy, unspecified"
9B72,      Inflammatory diseases of the retina
9B72.0,        Viral retinitis
9B72.00,          Cytomegaloviral retinitis
9B72.01,          HIV retinitis
9B72.0Y,          Other specified viral retinitis
9B72.0Z,"          Viral retinitis, unspecified"
9B72.Y,        Other specified inflammatory diseases of the retina
9B72.Z,"        Inflammatory diseases of the retina, unspecified"
9B73,      Retinal detachments or breaks
9B73.0,        Retinal detachment with retinal break
9B73.1,        Retinoschisis
9B73.10,          Adult retinoschisis
9B73.11,          Juvenile retinoschisis
9B73.1Y,          Other specified retinoschisis
9B73.1Z,"          Retinoschisis, unspecified"
9B73.2,        Retinal cysts
9B73.3,        Serous retinal detachment
9B73.4,        Retinal breaks without detachment
9B73.Y,        Other specified retinal detachments or breaks
9B73.Z,"        Retinal detachments or breaks, unspecified"
9B74,      Retinal vascular occlusions
9B74.0,        Retinal artery occlusions
9B74.1,        Retinal venous occlusions
9B74.2,        Combined retinal arterial and vein occlusion
9B74.Y,        Other specified retinal vascular occlusions
9B74.Z,"        Retinal vascular occlusions, unspecified"
9B75,      Macular disorders
9B75.0,        Age related macular degeneration
9B75.00,          Early age related macular degeneration
9B75.01,          Intermediate age related macular degeneration
9B75.03,          Atrophic late stage age related macular degeneration
9B75.04,          Neovascular late stage age related macular degeneration
9B75.0Y,          Other specified age related macular degeneration
9B75.0Z,"          Age related macular degeneration, unspecified"
9B75.1,        Non traumatic macular hole
9B75.2,        Central serous chorioretinopathy
9B75.3,        Macular telangiectasia
9B75.Y,        Other specified macular disorders
9B75.Z,"        Macular disorders, unspecified"
9B76,      Degenerative high myopia
9B77,      Eales disease
9B78,      Certain specified retinal disorders
9B78.0,        Retinal vasculopathy and cerebral leukodystrophy
9B78.1,        Background retinopathy and retinal vascular changes
9B78.10,          Changes in retinal vascular appearance
9B78.11,          Exudative retinopathy
9B78.12,          Retinal vasculitis
9B78.13,          Retinal telangiectasis
9B78.1Y,          Other specified background retinopathy and retinal vascular changes
9B78.1Z,"          Background retinopathy and retinal vascular changes, unspecified"
9B78.2,        Other proliferative retinopathy
9B78.3,        Degeneration of macula or posterior pole
9B78.30,          Reticular pseudodrusen
9B78.3Y,          Other specified degeneration of macula or posterior pole
9B78.3Z,"          Degeneration of macula or posterior pole, unspecified"
9B78.4,        Peripheral retinal degeneration
9B78.5,        Retinal haemorrhage
9B78.6,        Separation of retinal layers
9B78.60,          Serous detachment of retinal pigment epithelium
9B78.61,          Haemorrhagic detachment of retinal pigment epithelium
9B78.6Y,          Other specified separation of retinal layers
9B78.6Z,"          Separation of retinal layers, unspecified"
9B78.7,        Retinal oedema
9B78.8,        Retinal ischaemia
9B78.9,        Retinal atrophy
9B7Y,      Other specified disorders of the retina
9B7Z,"      Disorders of the retina, unspecified"
9B80,      Inherited vitreoretinal disorders
9B81,      Posterior vitreous detachment
9B82,      Vitreous prolapse
9B83,      Vitreous haemorrhage
9B84,"      Vitreous opacities, membranes or strands"
9B8Y,      Other specified disorders of the vitreous body
9B8Z,"      Disorders of the vitreous body, unspecified"
9C0Y,    Other specified disorders of the eyeball   posterior segment
9C0Z,"    Disorders of the eyeball   posterior segment, unspecified"
9C20,    Panuveitis
9C20.0,      Noninfectious panuveitis
9C20.1,      Infectious panuveitis
9C20.2,      Purulent endophthalmitis
9C20.Y,      Other specified panuveitis
9C20.Z,"      Panuveitis, unspecified"
9C21,    Endophthalmitis
9C21.0,      Sympathetic uveitis
9C21.Y,      Other specified endophthalmitis
9C21.Z,"      Endophthalmitis, unspecified"
9C22,    Eyeball deformity
9C22.0,      Atrophia bulbi
9C22.1,      Phthisis bulbi
9C22.Y,      Other specified eyeball deformity
9C22.Z,"      Eyeball deformity, unspecified"
9C2Y,    Other specified disorders of the eyeball affecting both anterior and posterior segments
9C2Z,"    Disorders of the eyeball affecting both anterior and posterior segments, unspecified"
9C40,    Disorder of the optic nerve
9C40.0,      Infectious optic neuropathy
9C40.1,      Optic neuritis
9C40.10,        Retrobulbar neuritis
9C40.1Y,        Other specified optic neuritis
9C40.1Z,"        Optic neuritis, unspecified"
9C40.2,      Neuroretinitis
9C40.3,      Perineuritis of optic nerve
9C40.4,      Ischaemic optic neuropathy
9C40.40,        Anterior ischemic optic neuropathy
9C40.41,        Posterior ischemic optic neuropathy
9C40.4Y,        Other specified ischaemic optic neuropathy
9C40.4Z,"        Ischaemic optic neuropathy, unspecified"
9C40.5,      Compressive optic neuropathy
9C40.6,      Infiltrative optic neuropathy
9C40.7,      Traumatic optic neuropathy
9C40.8,      Hereditary optic neuropathy
9C40.9,      Glaucomatous optic neuropathy
9C40.A,      Optic disc swelling
9C40.A0,        Papilloedema
9C40.A1,        Optic disc swelling associated with uveitis
9C40.AY,        Other specified optic disc swelling
9C40.AZ,"        Optic disc swelling, unspecified"
9C40.B,      Optic atrophy
9C40.B0,        Congenital optic atrophy
9C40.B1,        Acquired optic atrophy
9C40.BZ,"        Optic atrophy, unspecified"
9C40.Y,      Other specified disorder of the optic nerve
9C40.Z,"      Disorder of the optic nerve, unspecified"
9C41,    Disorder of optic chiasm
9C42,    Disorder of post chiasmal visual pathways
9C43,    Disorder of visual cortex
9C44,    Disorder of higher visual centres
9C4Y,    Other specified disorders of the visual pathways or centres
9C4Z,"    Disorders of the visual pathways or centres, unspecified"
9C60,    Glaucoma suspect
9C61,    Glaucoma
9C61.0,      Primary open angle glaucoma
9C61.00,        Normal tension glaucoma
9C61.01,        Ocular hypertension
9C61.0Y,        Other specified primary open angle glaucoma
9C61.0Z,"        Primary open angle glaucoma, unspecified"
9C61.1,      Primary angle closure and angle closure glaucoma
9C61.10,        Primary angle closure suspect or anatomical narrow angle
9C61.11,        Primary angle closure
9C61.12,        Primary angle closure glaucoma
9C61.13,        Primary angle closure without pupillary block
9C61.14,        Acute angle closure with pupillary block
9C61.15,        Intermittent angle closure
9C61.16,        Chronic angle closure
9C61.17,        Condition after acute angle closure glaucoma attack
9C61.1Y,        Other specified primary angle closure and angle closure glaucoma
9C61.1Z,"        Primary angle closure and angle closure glaucoma, unspecified"
9C61.2,      Secondary open angle glaucoma
9C61.20,        Pseudoexfoliative open angle glaucoma
9C61.21,        Pigmentary open angle glaucoma
9C61.22,        Lens induced secondary open angle glaucoma
9C61.23,        Glaucoma associated with intraocular haemorrhage
9C61.24,        Glaucoma due to eye inflammation
9C61.25,        Glaucomato cyclitic crisis
9C61.26,        Secondary open angle glaucoma due to parasitic eye disease
9C61.27,        Glaucoma due to intraocular tumours
9C61.28,        Glaucoma associated with retinal detachment
9C61.29,        Glaucoma due to eye trauma
9C61.2A,        Glaucoma due to drugs
9C61.2B,        Glaucoma caused by increased episcleral venous pressure
9C61.2C,        Secondary glaucoma due to extra ocular mass
9C61.2Y,        Other specified secondary open angle glaucoma
9C61.2Z,"        Secondary open angle glaucoma, unspecified"
9C61.3,      Secondary angle closure glaucoma
9C61.30,        Secondary angle closure glaucoma with pupillary block
9C61.31,        Secondary angle closure glaucoma without pupillary block
9C61.32,        Neovascular secondary angle closure glaucoma
9C61.33,        Secondary angle closure glaucoma due to endothelial overgrowth
9C61.34,        Secondary angle closure glaucoma due to epithelial ingrowth
9C61.35,        Ciliary block glaucoma
9C61.36,        Secondary angle closure glaucoma due to other anterior displacement of the lens iris diaphragm
9C61.3Y,        Other specified secondary angle closure glaucoma
9C61.3Z,"        Secondary angle closure glaucoma, unspecified"
9C61.4,      Developmental glaucoma
9C61.40,        Primary congenital glaucoma
9C61.41,        Primary infantile glaucoma
9C61.42,        Secondary childhood glaucoma
9C61.4Y,        Other specified developmental glaucoma
9C61.4Z,"        Developmental glaucoma, unspecified"
9C61.Z,"      Glaucoma, unspecified"
9C6Y,    Other specified glaucoma or glaucoma suspect
9C6Z,"    Glaucoma or glaucoma suspect, unspecified"
9C80,    Non paralytic strabismus
9C80.0,      Esotropia
9C80.1,      Exotropia
9C80.2,      Vertical or torsional strabismus
9C80.3,      Intermittent strabismus
9C80.30,        Intermittent divergent exotropia
9C80.31,        Intermittent convergent esotropia
9C80.3Y,        Other specified intermittent strabismus
9C80.3Z,"        Intermittent strabismus, unspecified"
9C80.4,      Heterophoria
9C80.5,      Mechanical strabismus
9C80.Y,      Other specified non paralytic strabismus
9C80.Z,"      Non paralytic strabismus, unspecified"
9C81,    Ocular motor nerve palsies
9C81.0,      Third nerve palsy
9C81.00,        External bilateral paralysis of oculomotor nerve
9C81.0Y,        Other specified third nerve palsy
9C81.0Z,"        Third nerve palsy, unspecified"
9C81.1,      Fourth nerve palsy
9C81.2,      Sixth nerve palsy
9C81.3,      Total external ophthalmoplegia
9C81.4,      Cavernous sinus syndromes
9C81.Y,      Palsy of other specified ocular motor nerve
9C81.Z,      Palsy of unspecified ocular motor nerve
9C82,    Disorders of extraocular muscles
9C82.0,      Progressive external ophthalmoplegia
9C82.1,      Muscular dystrophy affecting extraocular muscle
9C82.2,      Congenital cranial dysinnervation syndrome
9C82.3,      Restrictive ophthalmopathy
9C82.4,      Oculomotor apraxia
9C82.Y,      Other specified disorders of extraocular muscles
9C82.Z,"      Disorders of extraocular muscles, unspecified"
9C83,    Disorders of binocular movement
9C83.0,      Palsy of conjugate gaze
9C83.00,        Horizontal gaze palsy
9C83.01,        Vertical gaze palsy
9C83.02,        Monocular elevator palsy
9C83.0Y,        Other specified palsy of conjugate gaze
9C83.0Z,"        Palsy of conjugate gaze, unspecified"
9C83.1,      Spasm of conjugate gaze
9C83.10,        Horizontal conjugate gaze deviation
9C83.11,        Upward gaze deviation
9C83.12,        Downward gaze deviation
9C83.13,        Oculogyric crisis
9C83.1Y,        Other specified spasm of conjugate gaze
9C83.1Z,"        Spasm of conjugate gaze, unspecified"
9C83.2,      Convergence insufficiency
9C83.3,      Convergence excess
9C83.4,      Spasm of the near reflex
9C83.5,      Internuclear ophthalmoplegia
9C83.6,      Anomalies of divergence or deviation of eye movement
9C83.60,        Divergence insufficiency
9C83.61,        Divergence paralysis
9C83.62,        Divergence excess
9C83.63,        Synergistic divergence
9C83.64,        Skew deviation
9C83.65,        Ocular tilt reaction
9C83.66,        Alternating skew deviation
9C83.67,        Dissociative vertical divergence
9C83.6Y,        Other specified anomalies of divergence or deviation of eye movement
9C83.6Z,"        Anomalies of divergence or deviation of eye movement, unspecified"
9C83.Y,      Other specified disorders of binocular movement
9C83.Z,"      Disorders of binocular movement, unspecified"
9C84,    Nystagmus
9C84.0,      Physiological nystagmus
9C84.1,      Congenital forms of nystagmus
9C84.2,      Vestibular nystagmus
9C84.20,        Downbeat nystagmus
9C84.21,        Upbeat nystagmus
9C84.22,        Torsional nystagmus
9C84.23,        Perverted nystagmus
9C84.2Y,        Other specified vestibular nystagmus
9C84.2Z,"        Vestibular nystagmus, unspecified"
9C84.3,      Seesaw nystagmus
9C84.4,      Gaze evoked nystagmus
9C84.5,      Nystagmus occurring in visual system disorders
9C84.50,        Visual deprivation nystagmus
9C84.51,        Divergence nystagmus
9C84.52,        Convergence retraction nystagmus
9C84.5Y,        Other specified nystagmus occurring in visual system disorders
9C84.5Z,"        Nystagmus occurring in visual system disorders, unspecified"
9C84.6,      Eyelid nystagmus
9C84.Y,      Other specified nystagmus
9C84.Z,"      Nystagmus, unspecified"
9C85,    Certain specified irregular eye movements
9C85.0,      Anomalies of saccadic eye movements
9C85.00,        Disorders of the saccadic pulse
9C85.01,        Disorders of the saccadic step
9C85.02,        Inappropriate saccades
9C85.0Y,        Other specified anomalies of saccadic eye movements
9C85.0Z,"        Anomalies of saccadic eye movements, unspecified"
9C85.1,      Anomalies of smooth pursuit movements
9C85.2,      Nonorganic eye movement disorders
9C85.Y,      Other specified irregular eye movements
9C85.Z,"      Irregular eye movements, unspecified"
9C8Y,    Other specified strabismus or ocular motility disorders
9C8Z,"    Strabismus or ocular motility disorders, unspecified"
9D00,    Disorders of refraction
9D00.0,      Myopia
9D00.1,      Hypermetropia
9D00.2,      Astigmatism
9D00.3,      Presbyopia
9D00.4,      Anisometropia
9D00.5,      Aniseikonia
9D00.6,      Transient refractive change
9D00.Y,      Other specified disorders of refraction
9D00.Z,"      Disorders of refraction, unspecified"
9D01,    Disorders of accommodation
9D01.0,      Internal ophthalmoplegia
9D01.1,      Paresis of accommodation
9D01.2,      Spasm of accommodation
9D01.Y,      Other specified disorders of accommodation
9D01.Z,"      Disorders of accommodation, unspecified"
9D0Y,    Other specified disorders of refraction or accommodation
9D0Z,"    Disorders of refraction or accommodation, unspecified"
9D20,    Bullous aphakic keratopathy following cataract surgery
9D21,    Cataract lens fragments in eye following cataract surgery
9D22,    Chorioretinal scars after surgery for detachment
9D23,    Conjunctival blebitis after glaucoma surgery
9D24,    Complications with glaucoma drainage devices
9D25,    Glaucoma due to ocular surgery or laser
9D41,    Impairment of visual field
9D42,    Patterns of visual field impairment
9D42.0,"      Visual field loss, pattern not specified"
